id,居住地,性別,年齡,年齡組,教育程度,職業,婚姻狀況,媒體習慣
1596,屏東縣,女,41,35–44歲,國小以下,專業人員,已婚,LINE、Facebook、YouTube
1597,新北市,女,56,55–64歲,碩士以上,服務/銷售,已婚,LINE、Facebook、YouTube、TikTok
1598,新北市,女,41,35–44歲,碩士以上,事務人員,已婚,LINE、Facebook、YouTube、TikTok、小紅書、WeChat
1599,新北市,女,35,35–44歲,國中,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
1600,嘉義市,男,44,35–44歲,國小以下,家管,已婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、X(Twitter)
1601,新北市,女,29,25–34歲,國中,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)、WhatsApp
1602,臺中市,女,53,45–54歲,碩士以上,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、小紅書、Telegram
1603,花蓮縣,男,48,45–54歲,大學,事務人員,已婚,LINE、Facebook、Instagram、WeChat
1604,臺東縣,女,71,65歲以上,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram
1605,屏東縣,男,43,35–44歲,專科,技術工/勞工,未婚,LINE、Facebook、YouTube、TikTok、X(Twitter)
1606,臺中市,女,36,35–44歲,國中,技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、小紅書、WhatsApp
1607,桃園市,男,15,15–24歲,高中(職),學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、Threads
1608,臺北市,女,51,45–54歲,大學,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、X(Twitter)
1609,新竹市,男,31,25–34歲,國小以下,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、WhatsApp
1610,臺南市,女,53,45–54歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube
1611,新北市,男,34,25–34歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、Threads
1612,新北市,女,78,65歲以上,高中(職),家管,已婚,LINE、Facebook、YouTube、Instagram
1613,桃園市,男,60,55–64歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram
1614,屏東縣,女,26,25–34歲,國小以下,家管,未婚,LINE、Facebook、YouTube、Instagram
1615,新北市,男,54,45–54歲,國中,專業人員,未婚,LINE、Facebook、小紅書、Telegram
1616,屏東縣,男,48,45–54歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、小紅書、Threads
1617,新北市,男,66,65歲以上,高中(職),家管,已婚,LINE、Facebook、YouTube、小紅書
1618,桃園市,男,17,15–24歲,大學,學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、X(Twitter)、WhatsApp、LinkedIn
1619,高雄市,女,48,45–54歲,高中(職),事務人員,已婚,LINE、Facebook、YouTube、Instagram、TikTok
1620,桃園市,男,38,35–44歲,大學,技術/助理專業,已婚,LINE、Facebook、YouTube、Instagram、小紅書
1621,屏東縣,女,63,55–64歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
1622,桃園市,男,19,15–24歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、TikTok
1623,桃園市,女,40,35–44歲,國中,家管,已婚,LINE、Facebook、Instagram、TikTok、X(Twitter)
1624,高雄市,女,68,65歲以上,專科,退休,已婚,LINE、Facebook、Instagram
1625,新北市,男,55,55–64歲,碩士以上,技術工/勞工,未婚,LINE、Facebook、YouTube、Threads
1626,臺北市,男,72,65歲以上,高中(職),退休,已婚,LINE、Facebook
1627,新北市,女,18,15–24歲,國中,學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
1628,新北市,女,57,55–64歲,高中(職),家管,已婚,LINE、Facebook、YouTube、Instagram、TikTok
1629,高雄市,男,32,25–34歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube、WeChat、Threads
1630,雲林縣,女,75,65歲以上,專科,退休,已婚,LINE、Facebook、YouTube、Instagram
1631,新北市,男,66,65歲以上,專科,退休,未婚,LINE、Facebook、YouTube、Instagram
1632,新北市,男,54,45–54歲,大學,事務人員,已婚,LINE、YouTube、Instagram、TikTok
1633,嘉義縣,男,58,55–64歲,專科,技術工/勞工,已婚,LINE、Facebook、YouTube、TikTok
1634,臺中市,女,71,65歲以上,高中(職),退休,未婚,LINE、Facebook、YouTube
1635,新北市,女,91,65歲以上,大學,退休,未婚,LINE、Facebook、Instagram
1636,新竹縣,女,67,65歲以上,高中(職),事務人員,未婚,LINE、Facebook、Instagram、WeChat
1637,桃園市,女,30,25–34歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、WeChat、Threads
1638,臺南市,男,74,65歲以上,國小以下,家管,未婚,LINE、Facebook、Instagram、TikTok、小紅書
1639,臺北市,女,73,65歲以上,大學,退休,未婚,LINE、Facebook
1640,新北市,女,35,35–44歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、TikTok、Threads
1641,花蓮縣,男,36,35–44歲,高中(職),事務人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1642,花蓮縣,男,70,65歲以上,國中,其他/待業,已婚,LINE、Facebook、Instagram
1643,桃園市,男,90,65歲以上,高中(職),家管,已婚,LINE、Facebook、Instagram
1644,宜蘭縣,男,39,35–44歲,國小以下,事務人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)、WhatsApp
1645,南投縣,女,60,55–64歲,國中,退休,已婚,LINE、Facebook、YouTube、TikTok、WhatsApp
1646,新北市,女,35,35–44歲,大學,家管,已婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads
1647,新北市,男,34,25–34歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1648,花蓮縣,女,71,65歲以上,專科,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram
1649,新北市,男,64,55–64歲,專科,管理/主管,未婚,LINE、Facebook、YouTube、Instagram
1650,新北市,女,35,35–44歲,大學,技術/助理專業,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、X(Twitter)
1651,臺中市,女,26,25–34歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat
1652,高雄市,男,78,65歲以上,大學,退休,已婚,LINE、Facebook、YouTube、TikTok
1653,高雄市,女,48,45–54歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、WeChat、Telegram
1654,桃園市,女,36,35–44歲,高中(職),服務/銷售,未婚,LINE、Facebook、Instagram、Pinterest
1655,新北市,女,25,25–34歲,大學,事務人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Pinterest
1656,新北市,女,28,25–34歲,國中,事務人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Telegram
1657,新北市,男,39,35–44歲,專科,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、小紅書
1658,臺中市,女,21,15–24歲,高中(職),學生,未婚,LINE、Instagram、TikTok、小紅書
1659,新北市,女,50,45–54歲,碩士以上,技術工/勞工,未婚,LINE、Facebook、Instagram、TikTok、小紅書
1660,臺中市,男,35,35–44歲,國中,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
1661,臺中市,女,53,45–54歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、TikTok
1662,桃園市,女,48,45–54歲,國小以下,服務/銷售,已婚,LINE、Facebook、YouTube、TikTok、Threads、Tumblr
1663,臺北市,女,59,55–64歲,專科,家管,已婚,LINE、Facebook
1664,高雄市,女,27,25–34歲,大學,家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、Threads
1665,新北市,男,51,45–54歲,大學,專業人員,已婚,LINE、Facebook、YouTube、Instagram
1666,宜蘭縣,男,22,15–24歲,國中,學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1667,新竹市,女,19,15–24歲,大學,專業人員,未婚,LINE、Facebook、Instagram、TikTok、WeChat、X(Twitter)
1668,臺南市,男,27,25–34歲,國小以下,技術/助理專業,未婚,LINE、Facebook、YouTube、TikTok、X(Twitter)、Telegram
1669,臺南市,男,43,35–44歲,國小以下,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、WeChat、X(Twitter)
1670,新北市,女,65,65歲以上,大學,退休,已婚,LINE、Facebook、YouTube、Threads
1671,高雄市,女,63,55–64歲,大學,技術工/勞工,已婚,LINE、Facebook
1672,宜蘭縣,女,45,45–54歲,國中,服務/銷售,已婚,LINE、Facebook、YouTube
1673,雲林縣,女,44,35–44歲,國小以下,農林漁牧,已婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、Threads
1674,新北市,女,26,25–34歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Snapchat
1675,臺北市,男,29,25–34歲,大學,事務人員,未婚,LINE、Facebook、YouTube、TikTok、X(Twitter)
1676,雲林縣,女,28,25–34歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、X(Twitter)
1677,臺北市,女,65,65歲以上,高中(職),退休,未婚,LINE、YouTube、Instagram、小紅書
1678,臺中市,女,33,25–34歲,碩士以上,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、TikTok
1679,彰化縣,女,55,55–64歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、TikTok
1680,新北市,女,48,45–54歲,碩士以上,專業人員,已婚,LINE、Facebook、YouTube
1681,臺中市,男,65,65歲以上,高中(職),退休,已婚,LINE、Facebook、Instagram
1682,新北市,男,57,55–64歲,國小以下,管理/主管,已婚,LINE、Facebook、YouTube
1683,臺中市,女,28,25–34歲,專科,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
1684,臺北市,男,49,45–54歲,大學,專業人員,未婚,LINE、Facebook、YouTube
1685,臺中市,男,44,35–44歲,大學,家管,已婚,LINE、Facebook、Telegram
1686,臺南市,女,31,25–34歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、小紅書、WeChat、Threads
1687,高雄市,男,17,15–24歲,大學,學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)
1688,桃園市,女,36,35–44歲,大學,專業人員,未婚,LINE、Facebook、YouTube、小紅書
1689,彰化縣,女,66,65歲以上,高中(職),家管,未婚,LINE、Facebook、Instagram
1690,高雄市,女,62,55–64歲,碩士以上,退休,未婚,LINE、Facebook、TikTok
1691,新北市,男,30,25–34歲,大學,服務/銷售,未婚,LINE、Facebook、Instagram、TikTok
1692,臺中市,男,50,45–54歲,大學,技術/助理專業,未婚,LINE、Facebook、YouTube
1693,臺北市,女,29,25–34歲,高中(職),服務/銷售,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1694,新北市,女,38,35–44歲,大學,服務/銷售,已婚,LINE、Facebook、YouTube、TikTok
1695,桃園市,女,38,35–44歲,大學,家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads、X(Twitter)、Snapchat
1696,高雄市,女,45,45–54歲,高中(職),其他/待業,未婚,LINE、Facebook、YouTube、Instagram
1697,新北市,女,47,45–54歲,大學,技術/助理專業,未婚,LINE、Facebook、YouTube
1698,屏東縣,女,55,55–64歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
1699,南投縣,男,81,65歲以上,國中,退休,未婚,LINE、Facebook、YouTube、Instagram
1700,新北市,女,60,55–64歲,國小以下,技術/助理專業,已婚,LINE、Facebook、Instagram
1701,高雄市,男,31,25–34歲,大學,技術/助理專業,未婚,LINE、Facebook、YouTube、Instagram、WeChat、X(Twitter)
1702,新竹縣,女,18,15–24歲,碩士以上,學生,未婚,LINE、Facebook、YouTube、Instagram、WeChat、X(Twitter)、Pinterest
1703,桃園市,男,46,45–54歲,碩士以上,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、Threads
1704,彰化縣,女,45,45–54歲,碩士以上,農林漁牧,未婚,LINE、Facebook
1705,新北市,女,46,45–54歲,國中,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、WhatsApp、Snapchat
1706,新北市,男,63,55–64歲,高中(職),服務/銷售,已婚,LINE、Facebook、YouTube、WeChat
1707,新北市,女,24,15–24歲,大學,技術工/勞工,未婚,LINE、YouTube、Instagram、TikTok、小紅書、WeChat、WhatsApp
1708,新北市,男,53,45–54歲,大學,技術/助理專業,未婚,LINE、Facebook、YouTube
1709,桃園市,女,68,65歲以上,高中(職),退休,未婚,LINE、Facebook、YouTube
1710,新竹縣,男,54,45–54歲,大學,技術工/勞工,已婚,LINE、Facebook、YouTube、WeChat
1711,新北市,女,51,45–54歲,大學,家管,已婚,LINE、Facebook、YouTube、Instagram、小紅書、Threads
1712,宜蘭縣,女,21,15–24歲,高中(職),學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
1713,屏東縣,女,49,45–54歲,國中,農林漁牧,已婚,LINE、Facebook、YouTube、小紅書、WeChat
1714,新北市,男,39,35–44歲,國中,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads
1715,臺中市,男,63,55–64歲,大學,家管,未婚,LINE、Facebook、Instagram、TikTok
1716,新北市,女,61,55–64歲,大學,專業人員,已婚,LINE、Facebook、Instagram、小紅書
1717,新北市,女,55,55–64歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram
1718,新北市,男,50,45–54歲,高中(職),專業人員,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads
1719,雲林縣,男,67,65歲以上,高中(職),退休,已婚,LINE、Facebook、YouTube、TikTok、WeChat、X(Twitter)
1720,臺南市,男,44,35–44歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube、TikTok、Tumblr
1721,彰化縣,女,45,45–54歲,大學,家管,已婚,LINE、Facebook、Instagram
1722,臺北市,男,54,45–54歲,碩士以上,專業人員,未婚,LINE、Facebook
1723,新北市,女,32,25–34歲,專科,專業人員,已婚,LINE、Facebook、YouTube、TikTok、Threads
1724,雲林縣,男,58,55–64歲,大學,家管,已婚,LINE、Facebook、TikTok
1725,桃園市,男,76,65歲以上,碩士以上,退休,已婚,LINE、YouTube、Instagram
1726,高雄市,男,38,35–44歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
1727,臺南市,男,60,55–64歲,大學,技術工/勞工,未婚,LINE、Facebook、YouTube、Instagram、WeChat
1728,雲林縣,女,33,25–34歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、TikTok、X(Twitter)、WhatsApp
1729,新北市,女,31,25–34歲,碩士以上,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、X(Twitter)、WhatsApp
1730,彰化縣,女,58,55–64歲,國中,農林漁牧,已婚,LINE、Facebook、YouTube、Instagram、小紅書、Threads
1731,花蓮縣,女,48,45–54歲,高中(職),農林漁牧,已婚,LINE、Facebook、YouTube、Instagram
1732,新北市,男,27,25–34歲,大學,家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、Threads
1733,苗栗縣,男,62,55–64歲,專科,退休,已婚,LINE、Facebook、WeChat、Telegram
1734,新北市,女,45,45–54歲,國中,服務/銷售,已婚,LINE、Facebook、Instagram、Telegram
1735,新北市,男,39,35–44歲,高中(職),技術工/勞工,未婚,LINE、Facebook、YouTube、WeChat、LinkedIn
1736,高雄市,女,59,55–64歲,國小以下,技術工/勞工,已婚,LINE、Facebook、YouTube、Instagram
1737,屏東縣,女,57,55–64歲,國小以下,事務人員,已婚,LINE、Facebook、YouTube、Instagram
1738,彰化縣,男,25,25–34歲,高中(職),家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、Pinterest
1739,高雄市,女,38,35–44歲,大學,服務/銷售,未婚,LINE、Facebook、YouTube
1740,臺中市,男,67,65歲以上,國中,退休,已婚,LINE、Facebook、Instagram、TikTok
1741,臺南市,女,21,15–24歲,專科,學生,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、X(Twitter)、Pinterest
1742,嘉義市,男,27,25–34歲,碩士以上,家管,未婚,LINE、Facebook、YouTube、Instagram、TikTok、WeChat、Threads、X(Twitter)
1743,新北市,男,64,55–64歲,國小以下,退休,已婚,LINE、Facebook、YouTube、Instagram
1744,雲林縣,男,20,15–24歲,國小以下,其他/待業,未婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書
1745,桃園市,男,29,25–34歲,碩士以上,技術/助理專業,未婚,LINE、Facebook、YouTube、Instagram、TikTok
1746,臺中市,男,46,45–54歲,高中(職),家管,已婚,LINE、Facebook、YouTube、Instagram
1747,新竹縣,女,56,55–64歲,高中(職),專業人員,已婚,LINE、Facebook、YouTube、Instagram
1748,臺中市,男,49,45–54歲,高中(職),技術工/勞工,已婚,LINE、Facebook、YouTube、WeChat
1749,屏東縣,男,18,15–24歲,高中(職),技術/助理專業,未婚,LINE、Facebook、YouTube、TikTok、WeChat、Threads、WhatsApp
1750,新北市,女,28,25–34歲,大學,專業人員,未婚,LINE、Facebook、YouTube、TikTok、WeChat
1751,臺南市,男,53,45–54歲,專科,技術工/勞工,已婚,LINE、Facebook
1752,新竹縣,男,32,25–34歲,大學,事務人員,已婚,LINE、Facebook、YouTube、Instagram、TikTok、小紅書、WeChat、Threads
1753,新北市,女,54,45–54歲,專科,其他/待業,已婚,LINE、YouTube、Instagram、TikTok、WhatsApp
1754,臺北市,男,42,35–44歲,碩士以上,服務/銷售,已婚,LINE、Facebook、YouTube、Instagram、小紅書、X(Twitter)
1755,新北市,女,67,65歲以上,高中(職),服務/銷售,未婚,LINE、Facebook、Instagram
1756,臺南市,男,77,65歲以上,大學,家管,未婚,LINE、Facebook
1757,臺南市,女,73,65歲以上,大學,退休,未婚,LINE、Facebook、Instagram
1758,高雄市,男,89,65歲以上,大學,退休,已婚,LINE、Facebook、YouTube、Instagram
1759,桃園市,女,72,65歲以上,高中(職),退休,已婚,LINE、Facebook、Instagram、Threads
1760,新北市,女,41,35–44歲,高中(職),事務人員,已婚,LINE、Facebook、YouTube、Instagram、WhatsApp、Tumblr
